127.0.0.1 - - [19/Jan/2022:08:49:14 -0300] "GET /auth-fielcorresponsal/session/eyJhbGciOiJIUzUxMiJ9.eyJBR0VOQ1lfSUQiOjMwMywiUE9PX05VTUJFUiI6MSwiUk9MRVMiOlsiU1VQRVJWSVNPUiIsIkNBSkVSTyIsIlRBUkpFVEFTIiwiQ1JFRElUT1MiLCJERVBPU0lUTyIsIkVYVFJBQ0NJT05FUyIsIkZJRUxDT0JSQU5aQVMiLCJXRVNURVJOX1VOSU9OIiwiV1VfRU5WSU9TIiwiV1VfUEFHT1MiLCJHSVJJU0lNT19FTlZJTyIsIkdJUklTSU1PX1BBR08iLCJHSVJJU0lNT19ERVZPTFVDSU9OIiwiUkVORElDSU9OIl0sIkFHRU5DWV9OQU1FIjoiVEVLVE9OIFNBIiwiVVNFUl9JRCI6MzU1NiwiVVNFUl9OQU1FIjoidm1haWRhbmEiLCJERVZJQ0VfSUQiOjM5MzYwLCJqdGkiOiIzOThkYjIzYy01NmMxLTQ0ZmItYjJmMC0xNjBiM2RlZjgxZGUiLCJVU0VSX0ZVTExOQU1FIjoiVklDVE9SIE1BTlVFTCBNQUlEQU5BIENBQlJFUkEifQ.Yw7ZrXSlr2wgE-Ak-WV54z5omqk8iOFYBZwwHKOGXtRHdsB3ab5XKMvjaQk4tVGJt4qwqJKrKCRGxbhPnzfqDQ HTTP/1.1" 500 112
127.0.0.1 - tomcat [19/Jan/2022:17:12:24 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [19/Jan/2022:17:12:24 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [19/Jan/2022:17:12:24 -0300] "GET /manager/text/list HTTP/1.1" 200 1589
127.0.0.1 - tomcat [19/Jan/2022:17:12:24 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - tomcat [19/Jan/2022:17:12:24 -0300] "GET /manager/text/list HTTP/1.1" 200 1589
127.0.0.1 - tomcat [19/Jan/2022:17:12:58 -0300] "GET /manager/text/deploy?config=file%3A%2FC%3A%2FUsers%2FUser%2FAppData%2FLocal%2FTemp%2Fcontext8529021795411828440.xml&path=/wu-external-api HTTP/1.1" 200 117
127.0.0.1 - - [19/Jan/2022:17:13:14 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [19/Jan/2022:17:13:14 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [19/Jan/2022:17:13:14 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [19/Jan/2022:17:13:14 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [19/Jan/2022:17:13:14 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [19/Jan/2022:17:13:14 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [19/Jan/2022:17:13:14 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [19/Jan/2022:17:13:14 -0300] "GET /manager/text/list HTTP/1.1" 200 1721
127.0.0.1 - tomcat [19/Jan/2022:17:13:14 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - tomcat [19/Jan/2022:17:13:15 -0300] "GET /manager/text/undeploy?path=/wu-external-api HTTP/1.1" 200 83
127.0.0.1 - tomcat [19/Jan/2022:17:13:37 -0300] "GET /manager/text/deploy?config=file%3A%2FC%3A%2FUsers%2FUser%2FAppData%2FLocal%2FTemp%2Fcontext7780707235054240371.xml&path=/wu-external-api HTTP/1.1" 200 117
127.0.0.1 - - [19/Jan/2022:17:13:37 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [19/Jan/2022:17:13:37 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [19/Jan/2022:17:13:37 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [19/Jan/2022:17:13:37 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [19/Jan/2022:17:13:37 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [19/Jan/2022:17:13:37 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - - [19/Jan/2022:17:13:37 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [19/Jan/2022:17:13:37 -0300] "GET /manager/text/list HTTP/1.1" 200 1721
127.0.0.1 - tomcat [19/Jan/2022:17:13:37 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - tomcat [19/Jan/2022:17:13:38 -0300] "GET /manager/text/undeploy?path=/wu-external-api HTTP/1.1" 200 83
127.0.0.1 - tomcat [19/Jan/2022:17:14:01 -0300] "GET /manager/text/deploy?config=file%3A%2FC%3A%2FUsers%2FUser%2FAppData%2FLocal%2FTemp%2Fcontext765371433621240462.xml&path=/wu-external-api HTTP/1.1" 200 117
0:0:0:0:0:0:0:1 - - [19/Jan/2022:17:25:26 -0300] "GET /fielcorresponsal/resources/jquery/dist/jquery.min.map HTTP/1.1" 200 127542
0:0:0:0:0:0:0:1 - - [19/Jan/2022:17:25:27 -0300] "GET /fielcorresponsal/resources/text_editor/quill.min.js.map HTTP/1.1" 404 5034
0:0:0:0:0:0:0:1 - - [19/Jan/2022:17:25:27 -0300] "GET /fielcorresponsal/resources/css/bootstrap-datepicker.css.map HTTP/1.1" 404 5034
0:0:0:0:0:0:0:1 - - [19/Jan/2022:17:25:33 -0300] "GET /fielcorresponsal/logout HTTP/1.1" 500 5034
0:0:0:0:0:0:0:1 - - [19/Jan/2022:17:26:05 -0300] "GET /fielcorresponsal/ HTTP/1.1" 200 10368
0:0:0:0:0:0:0:1 - - [19/Jan/2022:17:29:51 -0300] "POST /fielcorresponsal/login HTTP/1.1" 200 10487
0:0:0:0:0:0:0:1 - - [19/Jan/2022:17:34:20 -0300] "POST /fielcorresponsal/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:17:34:21 -0300] "GET /fielcorresponsal/home HTTP/1.1" 200 24214
0:0:0:0:0:0:0:1 - - [19/Jan/2022:17:34:37 -0300] "GET /fielcorresponsal/announcements HTTP/1.1" 200 23000
0:0:0:0:0:0:0:1 - - [19/Jan/2022:17:34:56 -0300] "GET /fielcorresponsal/home HTTP/1.1" 200 24215
0:0:0:0:0:0:0:1 - - [19/Jan/2022:17:35:01 -0300] "GET /fielcorresponsal/announcements HTTP/1.1" 200 23000
0:0:0:0:0:0:0:1 - - [19/Jan/2022:17:35:21 -0300] "GET /fielcorresponsal/resources/images/image_gif/default.gif HTTP/1.1" 200 83441
0:0:0:0:0:0:0:1 - - [19/Jan/2022:17:35:23 -0300] "POST /fielcorresponsal/announcements/save HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [19/Jan/2022:17:35:23 -0300] "GET /fielcorresponsal/announcements?SUCCESS=Se+ha+actualizado+correctamente+el+mensaje+de+Aviso.+ HTTP/1.1" 200 23039
0:0:0:0:0:0:0:1 - - [19/Jan/2022:17:35:41 -0300] "GET /fielcorresponsal/administration HTTP/1.1" 200 16084
0:0:0:0:0:0:0:1 - - [19/Jan/2022:17:35:45 -0300] "GET /fielcorresponsal/administration/reportes HTTP/1.1" 200 77189
0:0:0:0:0:0:0:1 - - [19/Jan/2022:17:35:45 -0300] "GET /fielcorresponsal/administration/agencias/tipos/json HTTP/1.1" 200 113
0:0:0:0:0:0:0:1 - - [19/Jan/2022:17:35:46 -0300] "GET /fielcorresponsal/resources/i18n/es_ES.json HTTP/1.1" 200 883
0:0:0:0:0:0:0:1 - - [19/Jan/2022:17:35:46 -0300] "GET /fielcorresponsal/administration/agencias/json HTTP/1.1" 200 191138
0:0:0:0:0:0:0:1 - - [19/Jan/2022:17:35:46 -0300] "GET /fielcorresponsal/administration/servicios/json HTTP/1.1" 200 610
0:0:0:0:0:0:0:1 - - [19/Jan/2022:17:36:09 -0300] "GET /fielcorresponsal/administration HTTP/1.1" 200 16084
127.0.0.1 - - [19/Jan/2022:17:36:32 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [19/Jan/2022:17:36:32 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - tomcat [19/Jan/2022:17:36:32 -0300] "GET /manager/text/list HTTP/1.1" 200 1721
127.0.0.1 - tomcat [19/Jan/2022:17:36:32 -0300] "GET /manager/text/list HTTP/1.1" 200 1721
127.0.0.1 - tomcat [19/Jan/2022:17:36:36 -0300] "GET /manager/text/undeploy?path=/wu-external-api HTTP/1.1" 200 83
127.0.0.1 - - [19/Jan/2022:17:36:36 -0300] "HEAD /netbeans-tomcat-status-test HTTP/1.1" 404 -
127.0.0.1 - tomcat [19/Jan/2022:17:36:36 -0300] "GET /manager/text/ HTTP/1.1" 200 42
127.0.0.1 - tomcat [19/Jan/2022:17:36:36 -0300] "GET /manager/text/list HTTP/1.1" 200 1589
127.0.0.1 - tomcat [19/Jan/2022:17:36:36 -0300] "GET /manager/text/list HTTP/1.1" 200 1589
